District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph),,,,,
Adilabad,Gadiguda,23-Jan-21,0,14.3,31.7,32.8,79.5,0,4.4,,,,,
Adilabad,Gadiguda,24-Jan-21,0,17.4,32.7,40.5,87.6,0,7.3,,,,,
Adilabad,Gadiguda,25-Jan-21,0,17.6,34.3,46.1,85.3,0,5.8,,,,,
Adilabad,Gadiguda,26-Jan-21,0,17.2,32.1,45.1,87.6,0,6,,,,,
Adilabad,Gadiguda,27-Jan-21,0,16,32.5,44.8,81.1,0,3.8,,,,,
Adilabad,Gadiguda,28-Jan-21,0,18.4,31.4,48.9,85.4,0,3.7,,,,,
Adilabad,Gadiguda,29-Jan-21,0,19.2,31.5,49.3,82,0,8.6,,,,,
Adilabad,Gadiguda,30-Jan-21,0,15,30.5,50.3,87.4,0,4.9,,,,,
Adilabad,Gadiguda,31-Jan-21,0,12.4,27.5,46.7,76.6,0,5.9,,,,,
Adilabad,Gadiguda,01-Feb-21,0,13,29.9,37.1,69.4,0,3.4,,,,,
Adilabad,Gadiguda,02-Feb-21,0,11.4,31.5,29.4,67.6,0,5.2,,,,,
Adilabad,Gadiguda,03-Feb-21,0,11.4,31.5,22.1,59.9,0,4.2,,,,,
Adilabad,Gadiguda,04-Feb-21,0,11.7,32,16.5,55.1,0,4.1,,,,,
Adilabad,Gadiguda,05-Feb-21,0,13.4,31.7,21.6,68.7,0,5.1,,,,,
Adilabad,Gadiguda,06-Feb-21,0,16.5,32.2,24.6,60.3,0,5.4,,,,,
Adilabad,Gadiguda,07-Feb-21,0,13.1,30.4,33.4,72.4,0,4.8,,,,,
Adilabad,Gadiguda,08-Feb-21,0,10,28.2,32.3,66,0,4.1,,,,,
Adilabad,Gadiguda,09-Feb-21,0,10,29.3,21.3,61.8,0,4.3,,,,,
Adilabad,Gadiguda,10-Feb-21,0,10.9,30.9,22.4,63.6,0,4,,,,,
Adilabad,Gadiguda,11-Feb-21,0,13.2,32,20.6,62.5,0,4.7,,,,,
Adilabad,Gadiguda,12-Feb-21,0,15.7,32.7,21.8,66.1,0.1,6.1,,,,,
Adilabad,Gadiguda,13-Feb-21,0,15.5,32.1,30.5,67.6,0,5.7,,,,,
Adilabad,Gadiguda,14-Feb-21,0,19.5,33,32.1,63.7,0,6.7,,,,,
Adilabad,Gadiguda,15-Feb-21,0,20.3,33,32.7,60.7,0,4.8,,,,,
Adilabad,Gadiguda,16-Feb-21,0,21,32.9,31.8,60.4,0,6.4,,,,,
Adilabad,Gadiguda,17-Feb-21,0,17.8,32.4,30.2,69.4,0,11,,,,,
Adilabad,Gadiguda,18-Feb-21,0.8,17.3,31.5,35.1,83.4,0,6,,,,,
Adilabad,Gadiguda,19-Feb-21,0,16.7,28.1,49.3,86.4,0,6.9,,,,,
Adilabad,Gadiguda,20-Feb-21,1.3,13.2,23.3,66.1,92.5,0,5.4,,,,,
Adilabad,Gadiguda,21-Feb-21,0,16.7,30.7,42.7,83,0,8.2,,,,,
Adilabad,Gadiguda,22-Feb-21,0,16.5,31.6,40.9,71.5,0,4.8,,,,,
Adilabad,Gadiguda,23-Feb-21,0,15.5,33.2,26.9,61.3,0,4.5,,,,,
Adilabad,Gadiguda,24-Feb-21,0,16,34.2,23.5,64.9,0,4,,,,,
Adilabad,Gadiguda,25-Feb-21,0,17.1,35.6,21.4,59.3,0,4.2,,,,,
Adilabad,Gadiguda,26-Feb-21,0,20.2,36.8,18.2,51.3,0,6.6,,,,,
Adilabad,Gadiguda,27-Feb-21,0,18.6,36.7,23.2,46.9,0,6.3,,,,,
Adilabad,Gadiguda,28-Feb-21,0,18.4,36.2,17.7,45.1,0,5.9,,,,,
Adilabad,Gadiguda,01-Mar-21,0,24.1,37.3,16.7,41.8,0,6.5,,,,,
Adilabad,Gadiguda,02-Mar-21,0,18.7,36.8,17.6,51.4,0,3,,,,,
Adilabad,Gadiguda,03-Mar-21,0,15.1,37,14.5,48.3,0.1,6,,,,,
Adilabad,Gadiguda,04-Mar-21,0,14.5,36.1,15.3,43.7,0,5.2,,,,,
Adilabad,Gadiguda,05-Mar-21,0,20.3,37.7,10.4,41.1,0,7.2,,,,,
Adilabad,Gadiguda,06-Mar-21,0,18.4,37.3,18,48.3,0,8.4,,,,,
Adilabad,Gadiguda,07-Mar-21,0,17.7,36.2,13.3,42.5,0,6.7,,,,,
Adilabad,Gadiguda,08-Mar-21,0,19.8,37.4,15.6,49.8,0,6.9,,,,,
Adilabad,Gadiguda,09-Mar-21,0,22.7,37.2,18.8,60.9,0,10.8,,,,,
Adilabad,Gadiguda,10-Mar-21,0,23.3,35.9,25.7,63.5,0,9.8,,,,,
Adilabad,Gadiguda,11-Mar-21,0,23.1,36.6,23.1,65,0,8,,,,,
Adilabad,Gadiguda,12-Mar-21,0,19.4,36.3,17.9,64.2,0.1,8.7,,,,,
Adilabad,Gadiguda,13-Mar-21,0,21,36.2,21.4,71.3,0.5,10.5,,,,,
Adilabad,Gadiguda,14-Mar-21,0,17.7,34.4,28.2,58.3,0,6.1,,,,,
Adilabad,Gadiguda,15-Mar-21,0,18.8,36.6,21.6,45.1,0,4.2,,,,,
Adilabad,Gadiguda,16-Mar-21,0,21,36.4,22,61.5,0,10.6,,,,,
Adilabad,Gadiguda,17-Mar-21,0,22,35.8,26.7,59.2,0,7.3,,,,,
Adilabad,Gadiguda,18-Mar-21,0,24.6,36.4,26.6,66,0,7.4,,,,,
Adilabad,Gadiguda,19-Mar-21,0,23,35.4,33.4,70.4,0,11.9,,,,,
Adilabad,Gadiguda,20-Mar-21,0,20.6,33.4,35.8,74.2,0,6.3,,,,,
Adilabad,Gadiguda,21-Mar-21,0,19.6,33.7,34.6,75.2,0,6.5,,,,,
Adilabad,Gadiguda,22-Mar-21,0,22,35.4,28.8,59,0,10.4,,,,,
Adilabad,Gadiguda,23-Mar-21,0,23.3,35.2,30.5,61.9,0,8.6,,,,,
Adilabad,Gadiguda,24-Mar-21,0,19.6,32.3,37.3,64.2,0,9.9,,,,,
Adilabad,Gadiguda,25-Mar-21,0,23.1,35.2,30,57.8,0,8.5,,,,,
Adilabad,Gadiguda,26-Mar-21,0,21.6,36.8,25.1,51.2,0,8.9,,,,,
Adilabad,Gadiguda,27-Mar-21,0,20.6,36.6,22,34.5,0.3,10,,,,,
Adilabad,Gadiguda,28-Mar-21,0,22.2,36.2,17.1,32.6,0,12.8,,,,,
Adilabad,Gadiguda,29-Mar-21,0,23.3,38,14.3,43.6,0,16.7,,,,,
Adilabad,Gadiguda,30-Mar-21,0,24.1,38.2,15.4,48.9,0,12,,,,,
Adilabad,Gadiguda,31-Mar-21,0,26.7,38.1,16,63.3,0,21.4,,,,,
Adilabad,Narnoor,01-Jan-21,0,15.9,28.3,41.9,73.9,0,1.9,,,,,
Adilabad,Narnoor,02-Jan-21,0,15.7,28.8,44.6,80.2,0,2.1,,,,,
Adilabad,Narnoor,03-Jan-21,0,14.7,28.8,50.5,91,0,2.1,,,,,
Adilabad,Narnoor,04-Jan-21,0,14.9,28.7,46.7,91.4,0,2.3,,,,,
Adilabad,Narnoor,05-Jan-21,0,15.8,28.4,50.4,81.9,0,2.6,,,,,
Adilabad,Narnoor,06-Jan-21,0,18.5,28.3,53.4,76.4,0,2,,,,,
Adilabad,Narnoor,07-Jan-21,0,19.9,27.6,59.9,83.6,0,1.6,,,,,
Adilabad,Narnoor,08-Jan-21,0,20.6,26.4,66.9,82.3,0,2,,,,,
Adilabad,Narnoor,09-Jan-21,0,16.5,30.2,52.9,81.2,0,2.2,,,,,
Adilabad,Narnoor,10-Jan-21,0,16.6,31.2,36.9,78.5,0.1,2.8,,,,,
Adilabad,Narnoor,11-Jan-21,0,17.6,32.5,25.2,73.9,0,2.7,,,,,
Adilabad,Narnoor,12-Jan-21,0,18.7,31.3,43.3,76,0,2,,,,,
Adilabad,Narnoor,13-Jan-21,0,17.2,31.2,38.7,80.8,0,1.7,,,,,
Adilabad,Narnoor,14-Jan-21,0,16.4,30.9,36.6,78.9,0,1.7,,,,,
Adilabad,Narnoor,15-Jan-21,0,16.3,30.9,36.6,68.3,0,0.1,,,,,
Adilabad,Narnoor,16-Jan-21,0,17,30.5,33.8,66.6,0,2,,,,,
Adilabad,Narnoor,17-Jan-21,0,17.7,30.2,38.7,69.6,0,1.8,,,,,
Adilabad,Narnoor,18-Jan-21,0,16.5,29.4,36.6,73.4,0,2.7,,,,,
Adilabad,Narnoor,19-Jan-21,0,19.1,30.3,38.7,78.2,0,0.2,,,,,
Adilabad,Narnoor,20-Jan-21,0,19.9,31.6,43.3,75,0,0.4,,,,,
Adilabad,Narnoor,21-Jan-21,0,19.5,31.2,46.5,73,0,2.6,,,,,
Adilabad,Narnoor,22-Jan-21,0,16.8,29.4,42.4,64.5,0,2.7,,,,,
Adilabad,Narnoor,23-Jan-21,0,16.8,30.8,33.8,67.5,0,1.8,,,,,
Adilabad,Narnoor,24-Jan-21,0,17.6,31.4,43.5,84.3,0.1,2.4,,,,,
Adilabad,Narnoor,25-Jan-21,0,18.6,31.5,49.9,81.6,0,3.2,,,,,
Adilabad,Narnoor,26-Jan-21,0,18.1,31.4,46.5,82.5,0,2.2,,,,,
Adilabad,Narnoor,27-Jan-21,0,17,30.6,49.4,83.8,0,2.6,,,,,
Adilabad,Narnoor,28-Jan-21,0,18,29.9,52.4,91.3,0.1,2.8,,,,,
Adilabad,Narnoor,29-Jan-21,0,18.9,29.9,53.4,83.8,0.3,2.7,,,,,
Adilabad,Narnoor,30-Jan-21,0,15.1,28.9,51,79.5,0,2.6,,,,,
Adilabad,Narnoor,31-Jan-21,0,15.1,26.6,41.4,55.3,0.1,2.5,,,,,
Adilabad,Narnoor,01-Feb-21,0,16.7,29.2,37.9,58.1,0.1,2.4,,,,,
Adilabad,Narnoor,02-Feb-21,0,14.9,30.2,28.1,68.8,0,2.6,,,,,
Adilabad,Narnoor,03-Feb-21,0,15.3,30.2,21.1,63.1,0,2.9,,,,,
Adilabad,Narnoor,04-Feb-21,0,16.3,30.1,17.3,64.8,0,3.2,,,,,
Adilabad,Narnoor,05-Feb-21,0,16.3,29.1,24.9,65.3,0,3.7,,,,,
Adilabad,Narnoor,06-Feb-21,0,17.8,30.6,29.4,60.4,0.2,2.8,,,,,
Adilabad,Narnoor,07-Feb-21,0,15.3,28.7,36.6,66.2,0,2.9,,,,,
Adilabad,Narnoor,08-Feb-21,0,12.8,26.6,34.9,55.1,0,0.1,,,,,
Adilabad,Narnoor,09-Feb-21,0,14.4,27.7,22.2,50.5,0,3.1,,,,,
Adilabad,Narnoor,10-Feb-21,0,15.8,29.8,24.3,60,0,2.5,,,,,
Adilabad,Narnoor,11-Feb-21,0,17.2,30.9,23.7,57.2,0,1.7,,,,,
Adilabad,Narnoor,12-Feb-21,0,19.6,31.1,25.2,67.9,0,3.2,,,,,
Adilabad,Narnoor,13-Feb-21,0,18.3,30.9,36.6,65.8,0,2,,,,,
Adilabad,Narnoor,14-Feb-21,0,20.6,31.9,38.5,67.5,0.1,2.5,,,,,
Adilabad,Narnoor,15-Feb-21,0,19.8,31.6,38.5,71.4,0.1,2.1,,,,,
Adilabad,Narnoor,16-Feb-21,0,20.4,31.3,36.3,65.4,0.3,2.7,,,,,
Adilabad,Narnoor,17-Feb-21,0,18.1,32.2,37.4,73.5,0.3,3.7,,,,,
Adilabad,Narnoor,18-Feb-21,0.7,17,30.9,33.2,83.8,0.1,2.8,,,,,
Adilabad,Narnoor,19-Feb-21,0,16.6,27.4,42.6,77.2,0.2,3.8,,,,,
Adilabad,Narnoor,20-Feb-21,4.2,16.3,23.9,61.4,88.4,0,2.5,,,,,
Adilabad,Narnoor,21-Feb-21,0,18.2,30.1,43,73.5,0,4,,,,,
Adilabad,Narnoor,22-Feb-21,0,19.5,30.1,43,64.1,0,2.7,,,,,
Adilabad,Narnoor,23-Feb-21,0,19.2,31.9,29,52.5,0.1,2.9,,,,,
Adilabad,Narnoor,24-Feb-21,0,18.7,32.7,26.5,58.1,0,2.5,,,,,
Adilabad,Narnoor,25-Feb-21,0,19.2,33.7,23.5,55.8,0,2.4,,,,,
Adilabad,Narnoor,26-Feb-21,0,24.2,35.7,20.3,45.4,0,1.8,,,,,
Adilabad,Narnoor,27-Feb-21,0,22.7,35.4,26.1,40.1,0,2.9,,,,,
Adilabad,Narnoor,28-Feb-21,0,22.2,34.5,22.2,38,0,3.1,,,,,
Adilabad,Narnoor,01-Mar-21,0,24.9,36.2,19.9,44.3,0,2,,,,,
Adilabad,Narnoor,02-Mar-21,0,20.8,35.5,23.1,51.5,0,0.1,,,,,
Adilabad,Narnoor,03-Mar-21,0,21,35,17.8,51.3,0,3.7,,,,,
Adilabad,Narnoor,04-Mar-21,0,17.9,34.2,16.8,48.3,0,3.7,,,,,
Adilabad,Narnoor,05-Mar-21,0,18.5,36.2,12.4,58.1,0.1,2.4,,,,,
Adilabad,Narnoor,06-Mar-21,0,23.2,34.6,21.6,50.1,0,8.2,,,,,
Adilabad,Narnoor,07-Mar-21,0,20.2,34.9,15.8,47.1,0,10.8,,,,,
Adilabad,Narnoor,08-Mar-21,0,21.7,36,21.8,57.1,0,7.7,,,,,
Adilabad,Narnoor,09-Mar-21,0,20,35.4,24.4,75.3,0,14.8,,,,,
Adilabad,Narnoor,10-Mar-21,0,21.3,34.6,31.9,74.4,0,10.6,,,,,
Adilabad,Narnoor,11-Mar-21,0,21,35,28,70.1,0,7.1,,,,,
Adilabad,Narnoor,12-Mar-21,0,20,34.9,19.7,67.9,0,8.7,,,,,
Adilabad,Narnoor,13-Mar-21,0,20.2,35.2,23.5,72.2,0,10,,,,,
Adilabad,Narnoor,14-Mar-21,0,18.4,33.9,29.7,64.1,0,4.7,,,,,
Adilabad,Narnoor,15-Mar-21,0,19.5,34.7,22.2,38.7,0,0.9,,,,,
Adilabad,Narnoor,16-Mar-21,0,21.8,35.4,23.8,59.9,0,16.4,,,,,
Adilabad,Narnoor,17-Mar-21,0,22.4,34.8,30.6,57.1,0,12.1,,,,,
Adilabad,Narnoor,18-Mar-21,0,23.6,35.7,27.4,70.7,0,11.2,,,,,
Adilabad,Narnoor,19-Mar-21,0,22.7,34.5,32.5,66.8,0,14.1,,,,,
Adilabad,Narnoor,20-Mar-21,0,19.5,33.6,29.3,72.2,0.3,2.8,,,,,
Adilabad,Narnoor,21-Mar-21,0,19.9,32.5,36.6,70.1,0,0.2,,,,,
Adilabad,Narnoor,22-Mar-21,0,22.4,34.5,29.3,59,0,3.2,,,,,
Adilabad,Narnoor,23-Mar-21,0,22.9,33.5,33.8,62.2,0.1,4.1,,,,,
Adilabad,Narnoor,24-Mar-21,0,19.9,31.1,41.2,62.7,0,15.7,,,,,
Adilabad,Narnoor,25-Mar-21,0,22.4,33.7,31.2,57.6,0,15,,,,,
Adilabad,Narnoor,26-Mar-21,0,22.9,35.6,27,49.6,0,14.9,,,,,
Adilabad,Narnoor,27-Mar-21,0,21.4,36.1,21.8,38,0,17.1,,,,,
Adilabad,Narnoor,28-Mar-21,0,24.6,36.2,17.1,32.6,0,14.3,,,,,
Adilabad,Narnoor,29-Mar-21,0,22.8,38,14.3,43.6,0,23,,,,,
Adilabad,Narnoor,30-Mar-21,0,24.1,38.2,15.4,48.9,0,11.1,,,,,
Adilabad,Narnoor,31-Mar-21,0,24.2,38.5,16,63.3,0,21,,,,,
Adilabad,Inderavelly,01-Jan-21,0,14.6,28.7,34.7,77.8,0,10.7,,,,,
Adilabad,Inderavelly,02-Jan-21,0,14.7,28.2,44.9,91.4,0,8.4,,,,,
Adilabad,Inderavelly,03-Jan-21,0,14.2,28.5,42.5,98.8,0,8.7,,,,,
Adilabad,Inderavelly,04-Jan-21,0,15.4,28.2,34.1,94.6,0,8.4,,,,,
Adilabad,Inderavelly,05-Jan-21,0,15.2,29,32.8,89.1,0,12.1,,,,,
Adilabad,Inderavelly,06-Jan-21,0,17.4,28.3,46.9,82,0,8.3,,,,,
Adilabad,Inderavelly,07-Jan-21,0,19.9,28.7,54.3,93.5,0,7.1,,,,,
Adilabad,Inderavelly,08-Jan-21,0,21,26.4,64.6,83.3,0,6.9,,,,,
Adilabad,Inderavelly,09-Jan-21,0,16.4,29.8,43,85.7,0,8.5,,,,,
Adilabad,Inderavelly,10-Jan-21,0,15.4,30.7,17.7,78.4,0,3.4,,,,,
Adilabad,Inderavelly,11-Jan-21,0,16.3,31.5,14.4,74.4,1.9,4.3,,,,,
Adilabad,Inderavelly,12-Jan-21,0,17.3,31.9,31.1,79.7,0,9.4,,,,,
Adilabad,Inderavelly,13-Jan-21,0,18,32.3,33.4,79.3,0,11.6,,,,,
Adilabad,Inderavelly,14-Jan-21,0,15.5,31.3,23.1,86.6,0,11.6,,,,,
Adilabad,Inderavelly,15-Jan-21,0,13.9,31.2,23.1,74.3,0,10.9,,,,,
Adilabad,Inderavelly,16-Jan-21,0,15.1,31.1,21,70.7,0,8.4,,,,,
Adilabad,Inderavelly,17-Jan-21,0,15.9,30.8,28.4,77,0,12.7,,,,,
Adilabad,Inderavelly,18-Jan-21,0,15.9,30.4,25.7,76.1,0,11.8,,,,,
Adilabad,Inderavelly,19-Jan-21,0,16,30.7,27.1,95.6,0,9.6,,,,,
Adilabad,Inderavelly,20-Jan-21,0,17.1,31.1,34.4,81.6,0,8.5,,,,,
Adilabad,Inderavelly,21-Jan-21,0,18,31.3,34.4,76.6,2.7,13.9,,,,,
Adilabad,Inderavelly,22-Jan-21,0,14.5,30.7,29.1,71.2,0,2,,,,,
Adilabad,Inderavelly,23-Jan-21,0,15.1,30.5,24.4,71.2,0,1.4,,,,,
Adilabad,Inderavelly,24-Jan-21,0,18.1,32.4,32,82.2,0,17.5,,,,,
Adilabad,Inderavelly,25-Jan-21,0,16.8,31.9,35.5,91.6,0.6,15.1,,,,,
Adilabad,Inderavelly,26-Jan-21,0,17.1,31.9,35.5,90.2,0,6.5,,,,,
Adilabad,Inderavelly,27-Jan-21,0,16.9,30.8,35,83.8,2.6,7.4,,,,,
Adilabad,Inderavelly,28-Jan-21,0,19.1,30.8,39.4,91.8,2.2,11.5,,,,,
Adilabad,Inderavelly,29-Jan-21,0,18.3,30,41.1,91.8,0,9.9,,,,,
Adilabad,Inderavelly,30-Jan-21,0,16.5,29.7,40.6,72.7,2.8,54.8,,,,,
Adilabad,Inderavelly,31-Jan-21,0,17,27.9,24.1,69.2,2.2,11.4,,,,,
Adilabad,Inderavelly,01-Feb-21,0,14.7,29.6,24.6,68.5,1.3,8.8,,,,,
Adilabad,Inderavelly,02-Feb-21,0,11.6,31.2,17.7,64.5,2.2,11.7,,,,,
Adilabad,Inderavelly,03-Feb-21,0,12.1,31.3,6.6,59,3.3,12,,,,,
Adilabad,Inderavelly,04-Feb-21,0,11.6,30.4,6,64.9,5.7,9.3,,,,,
Adilabad,Inderavelly,05-Feb-21,0,12.6,29.9,7.9,70.3,0,8.4,,,,,
Adilabad,Inderavelly,06-Feb-21,0,14.4,30.5,16.4,69.9,0,9.8,,,,,
Adilabad,Inderavelly,07-Feb-21,0,16.8,28.9,25.5,56.5,2.2,25.3,,,,,
Adilabad,Inderavelly,08-Feb-21,0,12.1,27.5,21.5,71.2,1.6,14.1,,,,,
Adilabad,Inderavelly,09-Feb-21,0,11.1,28.5,9.1,59.9,4.4,12,,,,,
Adilabad,Inderavelly,10-Feb-21,0,12.3,30.6,12.3,63.6,0,2.1,,,,,
Adilabad,Inderavelly,11-Feb-21,0,13.2,31.1,11.8,67.6,0,1.3,,,,,
Adilabad,Inderavelly,12-Feb-21,0,15.4,32.2,9.2,72.1,2.2,9.2,,,,,
Adilabad,Inderavelly,13-Feb-21,0,16.1,31.6,24.4,66.8,0,12.6,,,,,
Adilabad,Inderavelly,14-Feb-21,0,18.3,31.6,23.7,71.7,0,8.1,,,,,
Adilabad,Inderavelly,15-Feb-21,0,17.5,32.2,23.7,69.5,0,9,,,,,
Adilabad,Inderavelly,16-Feb-21,0,17.3,32.5,24.6,70.3,0,10.3,,,,,
Adilabad,Inderavelly,17-Feb-21,0,18.9,32,24.6,67.2,0,14,,,,,
Adilabad,Inderavelly,18-Feb-21,1.3,18,30.5,21.7,82.5,0,9.5,,,,,
Adilabad,Inderavelly,19-Feb-21,0.1,16.8,27.6,37.4,80.7,0,17.8,,,,,
Adilabad,Inderavelly,20-Feb-21,2.4,15.9,23.8,55.3,95.6,0,15,,,,,
Adilabad,Inderavelly,21-Feb-21,0,16.2,30.1,27.1,78.8,0,15.4,,,,,
Adilabad,Inderavelly,22-Feb-21,0,16.7,30.4,31.7,70.3,0,25.6,,,,,
Adilabad,Inderavelly,23-Feb-21,0,16,32.5,12,69.4,1.7,11.8,,,,,
Adilabad,Inderavelly,24-Feb-21,0,15.5,33.3,12.6,63.1,2.3,11.2,,,,,
Adilabad,Inderavelly,25-Feb-21,0,16.3,35.4,9.4,57.9,0,13.7,,,,,
Adilabad,Inderavelly,26-Feb-21,0,17.7,35.9,9.5,56.9,0,10.4,,,,,
Adilabad,Inderavelly,27-Feb-21,0,18,35.3,15.4,52,0,11.1,,,,,
Adilabad,Inderavelly,28-Feb-21,0,18.6,34.5,9.5,39.8,0,14.6,,,,,
Adilabad,Inderavelly,01-Mar-21,0,24,37.1,10.6,41,0,5.3,,,,,
Adilabad,Inderavelly,02-Mar-21,0,20.5,35.9,7.5,60.1,1,7.5,,,,,
Adilabad,Inderavelly,03-Mar-21,0,17.9,35.8,18.1,54.7,0,2.2,,,,,
Adilabad,Inderavelly,04-Mar-21,0,16.8,35.7,17.4,54.5,0,2.7,,,,,
Adilabad,Inderavelly,05-Mar-21,0,18.9,35.5,5.6,52.1,1.1,9.6,,,,,
Adilabad,Inderavelly,06-Mar-21,0,18.1,34.9,7.5,63.6,0,15.2,,,,,
Adilabad,Inderavelly,07-Mar-21,0,17.9,35.5,5.6,47.7,0,15.5,,,,,
Adilabad,Inderavelly,08-Mar-21,0,18.6,35.7,6.2,64,0,8,,,,,
Adilabad,Inderavelly,09-Mar-21,0,19.8,35.1,10.8,69,0,9.5,,,,,
Adilabad,Inderavelly,10-Mar-21,0,19.5,34.6,18.1,72.7,0,9.6,,,,,
Adilabad,Inderavelly,11-Mar-21,0,21.9,35.1,14.8,65,0,11.2,,,,,
Adilabad,Inderavelly,12-Mar-21,0,20.7,35.1,7.5,57.8,0,10.2,,,,,
Adilabad,Inderavelly,13-Mar-21,0,19.7,34.7,12.8,64.5,2.4,16.2,,,,,
Adilabad,Inderavelly,14-Mar-21,0,17.6,33.5,12,56.8,1.6,10.8,,,,,
Adilabad,Inderavelly,15-Mar-21,0,18.6,35.5,10,45.8,1.5,13.7,,,,,
Adilabad,Inderavelly,16-Mar-21,0,21.2,34.7,10.8,56.8,0,8.4,,,,,
Adilabad,Inderavelly,17-Mar-21,0,21.4,35.8,12.1,59.2,0,7.5,,,,,
Adilabad,Inderavelly,18-Mar-21,0,24.7,35.2,15.4,62.1,0,5.6,,,,,
Adilabad,Inderavelly,19-Mar-21,0,24.5,35.4,18.1,55.8,0.2,14.2,,,,,
Adilabad,Inderavelly,20-Mar-21,0,22.5,34.1,15.4,54.9,3.2,27.4,,,,,
Adilabad,Inderavelly,21-Mar-21,0,21.1,32.8,20.6,57.8,1.1,16.4,,,,,
Adilabad,Inderavelly,22-Mar-21,0,21.6,34.6,14.8,55.8,0,12.7,,,,,
Adilabad,Inderavelly,23-Mar-21,0.1,23.1,34.9,19.9,53.4,7.7,53.7,,,,,
Adilabad,Inderavelly,24-Mar-21,0,19.1,32.3,27.3,61.7,5.1,21.5,,,,,
Adilabad,Inderavelly,25-Mar-21,0,21.7,34.5,19.3,46.1,1.1,4.6,,,,,
Adilabad,Inderavelly,26-Mar-21,0,23.5,35.9,13.4,40.4,2,10.3,,,,,
Adilabad,Inderavelly,27-Mar-21,0,20.7,35.9,9.5,40.3,0,5.8,,,,,
Adilabad,Inderavelly,28-Mar-21,0,20.5,36.6,5.6,28.9,0,11.9,,,,,
Adilabad,Inderavelly,29-Mar-21,0,21.5,38.2,6.2,42.3,0,13.5,,,,,
Adilabad,Inderavelly,30-Mar-21,0,21,40.3,5.7,52,0,7.9,,,,,
Adilabad,Inderavelly,31-Mar-21,0,24.5,38.5,6.2,63.3,1.7,18.3,,,,,
Adilabad,Gudihathnur,01-Jan-21,0,14.1,29.7,41.2,77.7,0,1.4,,,,,
Adilabad,Gudihathnur,02-Jan-21,0,13.8,29,46,90.4,0,1.7,,,,,
Adilabad,Gudihathnur,03-Jan-21,0,13,31,44.7,93.6,0,1.3,,,,,
Adilabad,Gudihathnur,04-Jan-21,0,14.7,31.4,40,91.6,0,1.1,,,,,
Adilabad,Gudihathnur,05-Jan-21,0,14.9,30.3,40,86.6,0,1.9,,,,,
Adilabad,Gudihathnur,06-Jan-21,0,16.3,31.5,47.6,83.5,0,1.7,,,,,
Adilabad,Gudihathnur,07-Jan-21,0,19.4,32.3,50.9,88.9,0,1.6,,,,,
Adilabad,Gudihathnur,08-Jan-21,0,20.8,27.8,63,82.9,0,1.4,,,,,
Adilabad,Gudihathnur,09-Jan-21,0,15.2,31,49.9,85.4,0,1.4,,,,,
Adilabad,Gudihathnur,10-Jan-21,0,13.5,31.8,30,77.3,0,3.8,,,,,
Adilabad,Gudihathnur,11-Jan-21,0,15,35.2,21.5,73.6,0,1,,,,,
Adilabad,Gudihathnur,12-Jan-21,0,16.7,33.8,38,81.6,0,1.6,,,,,
Adilabad,Gudihathnur,13-Jan-21,0,18.1,32.9,43.5,85.1,0,1.4,,,,,
Adilabad,Gudihathnur,14-Jan-21,0,15.8,33.2,38,81.6,0,1.4,,,,,
Adilabad,Gudihathnur,15-Jan-21,0,12.9,32.1,37.1,77.7,0,2.9,,,,,
Adilabad,Gudihathnur,16-Jan-21,0,14.5,33.1,32.4,73.7,0,2,,,,,
Adilabad,Gudihathnur,17-Jan-21,0,15,32.5,36.2,80.5,0,1.1,,,,,
Adilabad,Gudihathnur,18-Jan-21,0,14.9,32.2,34.5,81.2,0,5.3,,,,,
Adilabad,Gudihathnur,19-Jan-21,0,14,32.3,35.7,88,0,2,,,,,
Adilabad,Gudihathnur,20-Jan-21,0,18.6,33.4,39.8,76.1,0,1.8,,,,,
Adilabad,Gudihathnur,21-Jan-21,0,18.5,34.2,37.4,73.8,0,4.1,,,,,
Adilabad,Gudihathnur,22-Jan-21,0,14.4,31.4,37.1,81.6,0,5.2,,,,,
Adilabad,Gudihathnur,23-Jan-21,0,14.2,33.3,31,70.9,0,5.1,,,,,
Adilabad,Gudihathnur,24-Jan-21,0,17.4,35.3,33.4,84,0,3,,,,,
Adilabad,Gudihathnur,25-Jan-21,0,16.8,34.5,38,79.3,0,5.1,,,,,
Adilabad,Gudihathnur,26-Jan-21,0,17.3,32.4,44.7,84.5,0,2.6,,,,,
Adilabad,Gudihathnur,27-Jan-21,0,17.2,34.2,39.2,72.8,0,2.9,,,,,
Adilabad,Gudihathnur,28-Jan-21,0,19.2,33.3,41.8,87,0,2.1,,,,,
Adilabad,Gudihathnur,29-Jan-21,0,16.8,32.5,45.6,91.8,0,3.9,,,,,
Adilabad,Gudihathnur,30-Jan-21,0,15.6,31.9,43.5,75.8,0,8.6,,,,,
Adilabad,Gudihathnur,31-Jan-21,0,14.2,27.9,37.4,59,0,4.1,,,,,
Adilabad,Gudihathnur,01-Feb-21,0,14.2,31.8,32.8,64.9,0,5.7,,,,,
Adilabad,Gudihathnur,02-Feb-21,0,12.6,32,23.8,63,0,5.6,,,,,
Adilabad,Gudihathnur,03-Feb-21,0,10.9,32.3,21,66.7,0,5.5,,,,,
